Id,hate,statuses_count,followers_count,followees_count,favorites_count,listed_count,sentiment,subjectivity,number hashtags,tweet number,retweet number,quote number,status length,number urls,baddies
831,other,6279,6690,1249,1179,118,0.282660583,0.506616357,108,129,71,18,132.775,163,17
832,other,14735,41430,2493,757,79,0.188865301,0.532331097,105,192,8,7,144.505,306,23
838,normal,2465,871,1709,2802,23,0.231148505,0.519208898,154,79,121,18,126.415,157,18
840,other,3621,13214,221,104046,424,0.088888798,0.523116792,5,167,33,22,109.14,95,22
841,other,14257,2927,469,3612,82,0.059691896,0.419784747,18,108,92,13,121.26,145,29
846,other,48941,14944,3949,27221,355,0.08573015,0.507556671,32,156,44,46,139.79,142,13
847,other,25446,11722,796,15824,26,0.194714635,0.56643453,4,184,16,4,47.31,48,39
850,other,12929,519691,653,799,547,0.184878009,0.424818359,82,43,157,9,130.985,182,8
852,other,15120,2101,1892,30,12,0.105411851,0.453962965,199,65,135,0,145.705,189,15
855,other,7777,3621,1527,1005,101,0.164807629,0.448859757,98,163,37,1,132.94,308,17
866,other,7842,132651,177,7184,682,0.586038395,0.312767364,629,165,35,11,139.64,97,17
870,other,8764,725847,756,135,5684,0.094636114,0.43513802,77,160,40,49,167.165,193,46
872,other,125658,130422,442,9,5358,0.136281998,0.557341823,11,173,27,28,93.535,124,32
877,other,30950,1272,580,19451,27,0.242879492,0.620027342,13,118,79,38,61.01015228,140,13
878,other,110956,35953,167,92538,53,0.132659933,0.647643098,12,89,111,4,78.41,18,6
880,other,1779,238932,82,9,325,0.081451399,0.564229093,0,197,3,0,67.635,194,14
881,other,11001,1446,702,9035,25,0.228659663,0.548087793,3,127,72,15,60.85427136,86,26
882,normal,33633,1139,1040,11498,24,0.057133271,0.536587476,11,140,60,27,99.105,92,39
884,other,158,4188,98,1127,19,0.113593057,0.533210646,0,153,5,2,67.25316456,10,24
888,other,65414,25768,2550,42604,512,0.046910158,0.48895754,22,140,60,24,115.02,152,17
893,other,7771,246274,1930,189,3538,0.160974794,0.480971283,89,151,49,28,151.975,207,15
895,hateful,22492,4227,13,2,101,0.045734789,0.40815704,4,183,17,1,155.795,386,19
899,other,102667,11707,2364,110294,353,0.052523334,0.513545275,1,39,161,2,78.91,27,49
900,other,36527,5139818,683,29056,35692,0.222354483,0.566372271,47,162,38,35,98.13,129,14
903,other,22609,2669,494,705,87,0.105096035,0.529205555,12,146,54,20,141.5,162,26
904,other,83485,24687,1766,7846,329,0.031904805,0.536568109,9,189,11,30,103.29,101,32
905,other,239463,4605,100,9402,164,0.127419553,0.537937508,15,48,152,29,91.785,170,19
907,normal,113,74,69,114,3,0.392986894,0.711865348,80,98,15,0,73.49557522,38,3
910,other,16359,4121,517,2936,88,0.054694291,0.527805986,9,153,47,8,135.455,58,20
912,other,3516,5913,3434,26688,95,0.08553523,0.541071787,3,113,86,7,92.53768844,83,29
915,other,26964,240048,5329,5303,3604,0.240048023,0.467232085,40,192,8,0,142.65,234,9
916,other,106871,12821,12320,119542,85,0.076085735,0.513737389,150,32,168,1,170.295,146,31
919,other,21472,389,340,3660,1,0.097505568,0.536031864,21,95,105,24,71.73,111,42
920,other,1092,928,868,1143,18,0.209770843,0.495063338,388,197,3,23,155.505,184,68
921,other,47662,32335,1395,24808,47,0.097327341,0.537998637,167,21,178,7,108.8040201,66,9
922,other,872,100218,1494,20,824,0.112212957,0.52526065,0,189,1,0,89.28947368,64,21
924,other,2575,641,783,4,53,0.065683082,0.435178686,111,45,155,16,134.87,191,15
925,normal,62670,1055,1004,2971,33,0.205647995,0.62738186,3,195,5,11,75.96,47,36
926,other,13753,21496,1188,5745,298,0.185403065,0.507604165,80,103,97,22,147.18,204,21
933,other,3198,16725,7388,35040,362,0.074573446,0.485733101,10,120,79,28,114.0552764,154,37
938,other,23631,315441,32183,4855,3722,0.15154727,0.461948976,187,98,102,18,128.19,140,9
940,other,45895,1612,264,32991,31,0.094257849,0.5258462,5,143,57,14,96.565,96,16
941,other,43369,2723,998,18004,57,0.106575854,0.578351938,2,170,30,28,58.985,77,57
947,other,3341,341,982,8850,24,0.25136209,0.549871043,114,89,111,6,122.16,170,19
950,normal,88872,38529,2480,27544,1289,0.06676342,0.478369474,298,176,24,69,168.43,190,27
952,other,191402,25351,737,136991,786,0.128661611,0.446135107,55,137,63,15,109.26,149,15
960,other,39207,19010,1269,5601,859,0.071185281,0.451678896,100,189,11,0,133.645,391,9
963,other,164340,18280,1772,186791,270,0.082423203,0.531743674,3,13,187,0,93.025,1,42
969,other,990,69155,54,2,71,0.224184228,0.489224455,5,200,0,0,136.39,181,4
970,other,22205,11143,859,12310,193,0.029039774,0.511832163,6,170,30,17,89.24,90,20
973,other,12982,16887,835,15276,176,0.143843974,0.579834166,6,180,20,6,77.305,34,32
974,normal,9078,540,557,1901,77,0.122668572,0.488798814,77,29,171,7,123.34,183,22
978,other,378185,57195,35533,5153,2869,0.28904158,0.557689995,419,41,159,0,131.63,363,12
982,normal,7317,20445,482,466,659,0.103103727,0.419211345,113,53,147,0,129.43,143,12
985,other,14229,10991,3318,9878,321,0.075463304,0.48001305,82,94,106,18,129.535,131,20
988,other,35804,39329,1331,223,1360,0.186199067,0.522414711,65,115,85,61,143.69,250,12
990,other,248,849327,1054,3162,1814,0.16750524,0.479857202,62,63,134,4,95.05076142,173,34
991,other,9114,17650,5763,3635,719,0.25281375,0.506498974,72,133,67,79,154.415,269,9
993,other,53040,210910,863,750,6508,0.133870779,0.46123303,39,156,44,0,126.81,322,9
994,other,1887,8148,881,611,351,0.064322339,0.3890244,81,152,48,26,126.035,268,12
995,other,23724,102587,3168,17159,1125,0.115312374,0.471227815,308,131,69,37,128.85,286,14
998,other,15681,37102,1861,26,695,0.014315119,0.37537146,17,196,4,0,126.23,386,28
1000,other,46939,13475,628,1442,579,0.090926721,0.43708908,16,110,90,36,116.2,160,13
1003,other,1260,522,180,1346,2,0.022476842,0.54324142,2,144,53,14,72.08121827,93,28
1004,other,36504,2290640,372,1205,4708,0.125434068,0.41596953,208,140,60,20,116.38,282,14
1006,other,11857,2776,2697,6311,54,0.068053421,0.469616007,39,173,27,38,107.465,129,35
1007,other,2753,181,100,15681,0,-0.045663091,0.563299784,6,74,123,0,66.35532995,53,84
1008,other,48900,86169,113,98,1543,0.037902513,0.464715303,27,156,44,22,128.87,191,19
1011,other,60867,1308,247,21347,15,,,,,,,,,
1013,other,12886,2524,2277,37982,41,0.062236346,0.490495515,127,166,34,65,154.095,142,72
1014,other,2018,27127,272,9772,67,0.069619445,0.545165763,5,146,54,10,61.405,80,49
1017,other,9074,727,40,1,5,-0.5,1,198,200,0,0,99.605,388,0
1019,other,1273,329,56,25,2,0.023009797,0.338249032,10,199,1,0,75.155,390,6
1021,other,107367,1583,744,8398,8,0.063411679,0.513674307,10,150,49,63,92.04522613,146,51
1022,other,15083,6486,1404,14639,272,0.115375792,0.536768169,45,159,41,16,106.865,118,9
1028,other,2863,1648,715,1407,15,0.127882271,0.62816092,16,153,47,14,90.585,138,12
1029,other,3520,60829,163,991,943,0.145068922,0.510010132,231,165,35,7,127.71,224,15
1034,other,133554,12611,950,156081,218,0.077505411,0.53110353,1,180,19,7,94.49748744,39,33
1035,normal,14346,505,2488,2875,30,0.024852927,0.468532267,42,109,91,10,125.395,124,34
1039,other,62057,3710569,9251,363,20257,0.109508878,0.496609177,52,180,18,41,117.4292929,162,15
1042,other,88344,12731,1962,62832,113,,,,,,,,,
1045,other,73877,101955,865,6652,3415,0.065360111,0.398680129,8,193,7,4,112.71,208,26
1046,other,18917,1112708,874,19796,4297,0.185114778,0.515309583,45,182,18,25,90.68,152,7
1053,other,34350,2098,479,155152,5,-0.005413895,0.420020325,85,107,92,38,132.5979899,116,6
1060,other,377933,26850,17064,23973,282,0.269049055,0.538844425,19,197,3,0,88.57,31,6
1066,other,18877,340446,6623,480,5057,0.134258384,0.468127353,54,126,74,24,150.205,200,38
1068,other,21034,11986,7180,382,28,0.026101824,0.570885093,4,168,27,56,61.05128205,87,61
1069,other,49640,41802,4084,483,1173,0.103297327,0.474117303,270,190,10,12,96.97,206,13
1072,other,69256,35784,3249,1554,906,0.173495108,0.451370222,319,177,23,0,148.215,383,41
1075,normal,39143,7868,148,35640,41,-0.010280073,0.486434479,10,85,36,144.74,108,83,214
1080,other,64093,54012,7611,14618,1001,0.08277669,0.45597255,37,190,10,62,165.47,217,17
1093,other,20927,53088,101,4943,1036,0.056112905,0.470341327,229,168,32,47,152.89,224,8
1095,other,27374,567024,40134,10018,3015,0.148685773,0.48777108,50,194,6,4,107.01,62,13
1098,other,13288,370,233,1690,18,0.03141595,0.504155099,84,75,125,63,165.125,234,37
1102,other,107125,93930,1851,123,2541,0.042671766,0.536476409,12,182,18,27,81.17,67,21
1104,other,7388,115287,1728,2380,1595,0.045737748,0.437366522,44,109,91,12,120.44,182,15
1105,other,1258,969,87,1611,58,0.127290233,0.42848212,300,123,77,10,111.005,191,21
1106,other,6141,5137,4598,887,17,0.227534014,0.522104904,504,1,199,0,141.515,356,7
1107,other,4975,26464,144,8504,37,0.174743622,0.507913042,44,35,165,5,135.83,159,8
1108,normal,223256,48493,6998,3026,644,0.11667965,0.46024581,226,94,105,29,142.9296482,205,10
1111,normal,2506,1668,845,6145,9,0.264646017,0.601934259,121,107,91,18,120.7828283,166,23
1117,other,5175,11519,1105,3357,157,0.204202935,0.458645898,149,104,96,8,138.22,179,33
1120,other,345465,5824,3721,109603,65,-0.017112515,0.603763432,4,112,88,35,70.75,123,51
1130,other,167063,1642,906,23597,56,0.059226386,0.526161486,7,92,108,54,85.315,176,53
1132,other,738,637,396,656,11,0.234122911,0.52520541,120,52,148,10,125.295,176,11
1139,other,6468,1241,414,4044,10,0.122510422,0.556949923,125,81,119,43,142.77,173,35
1143,other,10076,314783,870,1438,963,0.179939908,0.434494615,66,175,25,6,61.46,186,40
1146,other,7633,182197,231,14246,464,0.193452605,0.546736689,26,154,46,21,77.41,95,13
1150,other,36953,13612,645,2348,185,-0.007037017,0.436550811,3,71,129,39,149.915,193,14
1160,other,325,4059,149,370,40,0.205390417,0.530956703,93,142,58,30,101.94,138,7
1162,other,2960,54421,1,773,422,0.232540937,0.537202799,0,136,45,1,66.19337017,162,9
1163,other,22294,31764,6605,22977,264,-0.049860154,0.407412245,86,62,136,10,144.1868687,197,41
1165,other,3598,13034,558,274,322,0.112202573,0.408671345,14,185,15,0,128.805,348,11
1169,other,155,159929,0,3,290,0.514420635,0.75631746,0,155,0,0,42.8516129,155,7
1170,other,17079,11921,1033,61641,116,0.253790153,0.569286837,63,157,43,108,141.065,210,25
1174,other,463,341,284,506,6,0.105259638,0.435373792,194,136,64,12,136.55,239,7
1175,other,5535,24352,941,9743,285,0.055260731,0.538611706,4,183,17,14,92.425,63,12
1178,other,88879,625905,705,2459,1775,0.159751453,0.465243796,275,152,48,27,121.065,327,46
1179,other,8330,37622,482,3073,543,0.076552631,0.440927239,54,124,76,6,130.865,275,6
1184,other,7919,52430,459,717,1135,0.154405728,0.551283591,56,172,28,2,147.63,250,12
1191,other,57745,69612,2858,7770,2244,0.065434408,0.491436309,77,148,52,1,128.825,154,49
1196,other,35532,910185,1786,6884,3197,0.280063966,0.4765517,148,173,27,21,160.84,318,22
1202,other,1104,122507,12,7,1912,0.067586109,0.418614726,0,200,0,0,78.785,158,14
1207,other,278715,759806,11838,409,7200,0.075427337,0.493882091,20,183,17,0,135.715,382,35
1214,normal,11020,1021,1257,8532,16,0.071737778,0.519494244,26,123,77,4,79.68,92,31
1217,other,3462,3203,60,5053,137,0.008499756,0.411703955,78,181,19,31,137.305,319,8
1218,other,74327,927,454,4136,19,0.14168463,0.557104786,13,141,59,51,97.37,137,46
1224,other,328804,223693,390,3,9648,0.139343806,0.446454651,92,156,44,4,118.09,198,11
1225,other,10878,2990,186,65913,29,0.093519884,0.537554418,1,132,67,14,83.3718593,96,28
1227,other,68793,11268,7016,7124,364,0.062179706,0.53766216,10,109,91,1,130.92,70,22
1228,normal,765,1249,85,752,34,0.266713206,0.48397371,141,81,119,23,135.895,210,40
1229,other,82764,61451,3379,46296,1659,0.061762839,0.525615896,130,40,160,15,137.375,188,44
1230,other,109371,2513,892,34331,46,-0.004607173,0.551953654,10,135,65,30,60.87,106,23
1231,other,96561,32092,1506,1768,496,0.13410788,0.565419955,17,186,14,11,102.73,63,13
1233,other,1391,2639,553,2014,26,0.130780351,0.489889634,170,91,109,35,140.73,209,5
1236,other,2687,4748668,9,4,5764,0.128214103,0.388687429,71,137,63,27,161.975,221,26
1242,other,13679,18471,117,141,385,0.066745263,0.415255715,168,161,39,17,112.195,203,5
1245,other,71504,44795,1543,13026,303,0.073073622,0.518296056,36,78,122,17,108.315,149,32
1250,other,44273,5416882,1803,142,8131,0.191096406,0.48499162,100,141,59,26,122.275,198,12
1251,normal,19194,18565,7217,449435,841,0.07551416,0.540474782,1,50,150,0,82.56,3,27
1253,other,20620,2256,1364,3511,64,0.027980009,0.388996298,166,105,95,2,123.05,150,15
1260,other,53110,57448,2510,37429,1479,0.087177369,0.532153626,8,97,103,29,115.145,200,20
1263,normal,3595,2330,998,2379,56,0.090137827,0.341153717,201,7,193,3,124.485,219,7
1265,other,14048,23170,7986,57660,151,0.312864358,0.555756737,153,200,0,7,87.425,99,36
1281,normal,758,686,568,123,14,0.357496171,0.637398875,244,107,93,0,102.07,205,6
1286,other,66719,74233,1654,5447,1530,0.075065252,0.513128073,15,164,36,33,95.13,160,17
1290,other,15944,52705,700,11554,1511,0.088684352,0.484547799,61,162,38,92,175.165,255,16
1292,other,126125,15896,10562,22210,250,0.136457019,0.575349474,6,87,111,53,93.93434343,196,59
1296,other,31868,39906,1790,2250,152,0.064537006,0.553999791,11,153,46,16,54.28140704,85,42
1305,other,7432,9157,7510,34611,163,0.175363597,0.5275113,0,89,111,0,63.14,7,9
1307,other,4183,910,374,5821,51,0.126147842,0.503975279,63,88,112,35,141.8,196,36
1308,other,125353,80220,8458,5616,1830,0.046320195,0.511224857,98,190,10,0,127.025,397,26
1309,other,9175,13507,659,6969,279,0.047455203,0.471581902,69,44,156,18,143.57,149,18
1311,other,86878,5021,465,5111,76,0.142332766,0.515898526,3,190,10,4,58.06,12,6
1313,other,29375,62623,538,6400,1121,0.137207047,0.51185155,28,187,13,10,86.875,172,10
1314,normal,96891,25642,25167,13114,330,0.011518883,0.442247537,52,174,26,1,76.22,168,8
1316,other,18657,6994,351,1748,105,0.08832737,0.494766067,10,180,20,44,107.575,127,29
1318,other,5909,39972,557,518,285,0.230832566,0.43887902,239,105,95,7,128.545,255,25
1324,other,8290,2279,393,3111,55,0.066000417,0.547062442,8,56,141,21,89.88324873,153,70
1332,other,56908,757613,1431,80957,1709,0.220422675,0.528579396,5,170,28,28,74.42929293,134,6
1334,other,69262,10797,9054,72701,250,0.080413422,0.51551495,108,55,145,2,152.54,156,38
1337,other,74832,39561,2281,21600,315,0.159086816,0.539158058,30,163,37,79,125.105,175,22
1340,other,1718,53295,376,3449,176,0.273366755,0.516349756,225,138,62,37,99.23,149,11
1342,other,23865,5677,414,19965,18,0.300666667,0.642888889,15,189,11,13,65.215,37,8
1343,other,18262,65952,703,25134,116,0.168830272,0.593514781,5,136,64,20,79.065,110,7
1346,normal,74401,121602,551,3435,1046,0.183429364,0.468172984,105,144,56,46,120.535,117,11
1356,normal,1457,23630,262,363,419,0.107122486,0.397158271,3,198,2,6,131.46,207,10
1361,other,62711,149790,820,1568,1507,0.076769212,0.413518843,30,181,19,0,120.93,344,40
1368,normal,8586,747,785,15360,9,-0.000241425,0.56197167,81,166,34,6,96.125,62,23
1371,other,44071,1216462,385,6841,5720,0.10370752,0.377474834,16,169,31,2,83.665,194,22
1375,normal,701,150,282,1485,10,0.092329286,0.546940159,50,178,21,0,81.32160804,33,18
1377,other,26158,22034,408,5442,100,0.171379378,0.507930769,26,118,80,7,68.73737374,157,17
1378,other,6294,423,292,1693,0,0.143237979,0.48193527,54,114,78,15,72.35416667,107,10
1379,other,119861,171472,359,11,2599,0.032632323,0.298353247,289,188,12,0,112.51,316,11
1387,other,115475,33460,1429,40142,792,0.067110376,0.403753198,11,115,85,36,135.825,118,38
1392,other,2112,4556,1029,6942,45,0.112137034,0.508633796,23,165,35,16,100.685,74,21
1393,other,942,300,327,830,2,-0.169391118,0.378497789,26,180,20,24,150.375,296,6
1394,other,22567,1101,256,8979,40,0.111510681,0.537104055,16,136,64,39,89.625,147,26
1400,normal,254,571,2299,3405,29,0.199432728,0.515315795,182,179,20,8,104.2311558,139,18
1401,other,13036,102643,370,9724,194,0.284170515,0.566124291,17,167,33,30,69.84,106,20
1403,other,129138,15879,17444,80504,212,0.129238639,0.512776564,102,14,186,2,120.895,117,8
1405,other,3393,2785,111,721,49,0.119213626,0.441194952,14,119,81,5,129.845,139,103
1406,normal,1607,1592,1265,6162,90,0.073555069,0.456209392,32,158,42,54,177.9,181,42
1412,other,19735,6845,590,883,82,0.093690992,0.465593713,102,121,79,10,133.8,216,10
1414,other,3514,5086627,534,60,18557,0.143410422,0.379353222,5,186,14,3,94.875,159,2
1417,other,17241,4313292,141,246,18166,0.15262533,0.57867219,38,182,18,14,87.29,286,7
1419,other,20641,1164295,753,2677,954,0.233520949,0.550932424,75,158,42,0,109.945,174,12
1422,other,24233,658265,5301,657,4522,0.041107409,0.438807525,68,69,131,18,137.635,139,27
1423,other,15226,11785,3105,10832,402,0.082380516,0.450211897,7,119,81,6,128.975,212,11
1424,other,135946,23026,6683,525,349,0.143454826,0.605184531,2,23,177,2,55.715,154,4
1429,other,35011,67213,370,0,85,0.136239177,0.480634921,61,127,73,0,121.595,152,2
1432,other,1486,263,58,212,4,0.068961541,0.458230491,88,44,156,18,141.09,152,15
1439,other,13725,40233,686,30899,217,0.200222297,0.594497479,64,152,48,3,79.955,132,155
1443,other,28151,1216716,1946,1367,2259,0.142711008,0.567402842,35,198,2,1,52.4,186,8
1444,other,52118,121078,4415,80780,703,0.24035572,0.605400168,22,170,30,2,62.955,88,13
1446,other,24268,80553,298,15113,697,0.194402496,0.552673948,77,49,151,1,106.725,132,23
1448,other,34921,10696,115,60422,55,0.21258582,0.554053258,4,163,37,22,96.195,68,8
1449,other,4342,35727,1077,916,1026,0.059657273,0.514349178,18,179,21,32,122.945,178,15
1452,other,699,888,938,2623,19,0.053077444,0.503256713,1,180,20,14,76.58,118,28
1453,other,30596,19174,18325,41011,62,0.102573973,0.516562638,224,1,198,0,137.7085427,199,21
1454,other,34741,197674,18848,0,442,0.108838551,0.532280566,202,97,103,0,65.865,0,11
1461,normal,17162,4759,861,2542,8,0.126010005,0.566088761,17,166,34,102,93.835,184,11
1462,other,686,47543,275,3495,250,0.098408276,0.515841277,23,160,37,2,80.63451777,186,12
1466,other,174102,2225,1138,28211,29,0.042288394,0.555792821,6,146,54,75,88.67,152,66
1468,other,9631,12700,2072,2005,526,0.181913523,0.46157423,33,164,36,2,117.35,206,18
1470,other,9905,8329,2234,127,100,0.087949802,0.481852237,58,121,79,7,126.085,140,32
1473,other,19577,4754,4623,21849,22,-0.024777268,0.515116112,322,58,141,0,135.8341709,147,17
1474,other,58982,698755,798,693,9663,0.136098289,0.531883341,13,187,13,1,110.615,390,17
1476,normal,2164,7574,7412,2161,178,0.223380823,0.506903674,446,141,59,15,135.48,305,5
1479,other,10361,60471,1229,3308,1255,0.144037147,0.496569815,170,185,15,4,149.755,214,17
1480,other,112899,1302,1090,2880,50,0.038664669,0.574576397,17,151,49,49,100.35,152,51
1483,other,85516,19089,57,106862,13,0,0,7,66,134,3,85.4,14,0
1487,other,20312,10087,347,12557,78,0.17675878,0.456415105,1,188,12,5,48.23,22,6
1493,other,1920,1229,346,159,32,0.056872519,0.435233808,17,169,31,11,134.32,153,10
1498,normal,29,24713,270,224,57,0.023430736,0.423322511,0,24,4,2,73.10714286,9,6
1503,other,44644,690,713,7973,9,0.053638695,0.49571289,4,68,131,22,80.35678392,117,48
1505,other,24313,148526,61346,1752,802,0.157475784,0.361479276,146,187,13,3,127.32,293,13
